First Name,Nation,Team,Position,Age,Matches Played,Starts,Minutes,Goals,Assists,Yellow Cards,Red Cards,xG,xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,xAG/90,GA90,Save%,CS%,PK Save%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,KP,1/3,PPA,CrsPA,PrgP,Short Cmp%,Medium Cmp%,Long Cmp%,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost,Blocks,Sh,Pass,Int,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Att (Take-Ons),Succ% (Take-Ons),Tkld% (Take-Ons),Carries,PrgDist,ProgC,1/3 (Carries),CPA,Mis,Dis,Rec,PrgR,Fls,Fld,Off,Crs,Recov,Won (Aerial),Lost (Aerial),Won% (Aerial)
Stefan,de GER,Manchester City,GK,32-166,12,11,"1,010",0,0,1,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.51,66.0,27.3,0.0,N/a,0.00,N/a,N/a,349,81.4,7887,0,6,0,0,0,97.9,96.7,52.4,0,0.00,0,0.00,0,0,1,1,0,0,0,0,460,355,457,3,0,0,0,N/a,N/a,302,811,0,0,0,0,0,290,0,1,2,0,0,7,2,0,100.0
Stephy,eng ENG,Leicester City,FW,26-325,30,16,"1,615",4,1,2,0,1.8,2.6,91,57,138,0.22,0.06,0.10,0.15,N/a,N/a,N/a,N/a,26.9,0.39,0.15,16.1,460,75.0,6191,22,32,26,7,57,91.1,67.4,41.9,50,2.78,7,0.39,34,19,42,28,26,2,24,11,863,23,132,327,421,61,95,36.8,49.5,583,2355,91,40,27,39,35,623,138,18,18,3,69,83,9,15,37.5
Sven,nl NED,Newcastle Utd,DF,25-099,3,3,224,0,0,1,0,0.0,0.0,0,3,0,0.00,0.00,0.01,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,11.7,113,88.3,1909,0,6,0,0,3,84.4,98.0,66.7,0,0.00,0,0.00,5,3,3,1,2,1,1,4,156,24,63,89,5,5,3,33.3,33.3,82,171,0,0,0,1,0,101,0,4,2,0,0,8,9,5,64.3
Sávio,br BRA,Manchester City,"FW,MF",21-011,27,21,"1,734",1,8,3,0,4.9,6.8,133,66,239,0.05,0.42,0.25,0.35,N/a,N/a,N/a,N/a,38.9,1.09,0.02,17.7,676,80.9,10078,44,19,47,8,66,89.8,80.1,57.4,107,5.55,15,0.78,22,16,18,9,13,2,11,6,1071,14,55,281,754,149,111,45.9,35.1,766,3494,133,44,73,42,37,834,239,17,27,3,81,79,1,2,33.3
Séamus,ie IRL,Everton,DF,36-192,3,2,197,0,0,1,0,0.6,0.0,1,8,2,0.00,0.00,0.26,0.00,N/a,N/a,N/a,N/a,100.0,0.46,0.00,10.5,57,72.2,1046,0,6,0,0,8,93.1,77.4,37.5,2,0.91,1,0.46,2,1,3,1,5,3,2,1,100,11,39,43,19,2,5,80.0,20.0,43,109,1,1,0,1,1,51,2,0,1,0,3,7,1,1,50.0
Taiwo,ng NGA,Nott'ham Forest,FW,27-252,23,3,363,1,0,0,0,2.1,0.1,6,7,19,0.25,0.00,0.52,0.03,N/a,N/a,N/a,N/a,40.0,0.99,0.10,12.6,57,65.5,629,2,5,2,0,7,75.5,54.2,0.0,9,2.23,1,0.25,6,3,5,1,1,0,1,0,151,4,13,68,71,21,8,37.5,62.5,83,183,6,5,2,17,16,104,19,7,9,1,2,16,11,31,26.2
Tariq,gh GHA,Brighton,DF,24-203,13,9,765,2,2,0,0,0.4,0.8,25,12,40,0.24,0.24,0.05,0.09,N/a,N/a,N/a,N/a,33.3,0.24,0.33,18.5,314,82.4,4884,5,11,5,4,12,93.4,80.0,51.4,15,1.76,3,0.35,14,10,22,15,12,5,7,6,489,25,147,208,137,9,27,33.3,55.6,267,893,25,13,2,9,4,276,40,12,10,0,24,35,1,12,7.7
Taylor,eng ENG,Southampton,DF,23-081,30,28,"2,474",1,0,8,0,1.7,1.0,28,112,8,0.04,0.00,0.06,0.04,N/a,N/a,N/a,N/a,36.8,0.25,0.05,10.6,1707,88.2,31673,14,165,9,0,112,93.3,91.9,64.4,35,1.27,2,0.07,27,19,32,13,57,36,21,30,2207,290,1021,1032,163,38,3,100.0,0.0,1278,3548,28,27,0,13,5,1607,8,31,12,0,9,114,50,35,58.8
Thiago,br BRA,Brentford,FW,23-299,4,1,132,0,0,0,0,0.1,0.1,3,2,4,0.00,0.00,0.07,0.05,N/a,N/a,N/a,N/a,0.0,0.00,0.00,14.7,28,71.8,428,2,1,1,0,2,70.0,75.0,75.0,2,1.36,0,0.00,2,2,1,1,0,0,0,2,56,6,11,23,23,2,3,66.7,33.3,34,42,3,2,1,5,1,35,4,3,3,1,1,9,4,3,57.1
Thomas,gh GHA,Arsenal,"MF,DF",31-312,30,26,"2,347",4,2,4,0,2.0,1.9,30,156,43,0.15,0.08,0.08,0.07,N/a,N/a,N/a,N/a,30.4,0.27,0.17,19.5,1405,87.4,22401,17,136,33,2,156,93.2,88.4,67.5,54,2.07,12,0.46,79,48,67,24,22,6,16,30,1834,63,381,991,471,27,28,64.3,28.6,1021,2843,30,33,3,19,12,1293,43,37,26,1,12,112,26,21,55.3
Tim,eng ENG,Everton,MF,21-295,16,5,566,0,1,4,0,0.2,0.2,8,14,9,0.00,0.16,0.04,0.03,N/a,N/a,N/a,N/a,0.0,0.00,0.00,22.5,109,72.7,1830,3,10,1,0,14,73.1,84.0,68.4,10,1.59,1,0.16,27,13,22,8,16,4,12,15,255,21,80,122,59,12,20,40.0,40.0,121,360,8,10,2,10,18,110,9,15,11,0,1,47,9,4,69.2
Timo,de GER,Tottenham,"FW,MF",29-046,18,4,516,0,3,0,0,1.0,2.5,42,30,89,0.00,0.52,0.17,0.44,N/a,N/a,N/a,N/a,37.5,0.52,0.00,18.2,158,66.9,2383,10,3,15,2,30,82.5,70.9,38.9,18,3.13,3,0.52,6,4,13,10,10,1,9,1,298,8,24,78,203,33,19,52.6,42.1,215,1062,42,24,18,14,6,227,89,3,5,5,28,18,0,1,0.0
Timothy,be BEL,Fulham,DF,29-137,23,17,"1,625",0,1,1,0,0.4,1.2,17,61,67,0.00,0.06,0.02,0.07,N/a,N/a,N/a,N/a,37.5,0.17,0.00,14.0,768,81.8,12239,9,51,5,3,61,89.9,85.8,49.3,25,1.38,3,0.17,46,29,45,19,15,6,9,22,1149,91,444,458,253,32,12,41.7,41.7,542,1043,17,15,2,15,5,657,67,15,6,1,37,55,34,35,49.3
Toby,eng ENG,Manchester Utd,MF,21-108,6,0,179,0,0,0,0,0.2,0.3,0,5,2,0.00,0.00,0.09,0.13,N/a,N/a,N/a,N/a,0.0,0.00,0.00,6.2,76,82.6,1127,2,3,1,0,5,86.0,86.5,75.0,5,2.50,0,0.00,12,9,6,1,2,1,1,2,129,9,46,59,25,3,2,50.0,50.0,68,56,0,0,0,11,1,71,2,2,4,0,0,17,3,1,75.0
Tom,sct SCO,Fulham,MF,34-091,21,2,489,1,0,3,1,0.2,0.8,13,47,29,0.18,0.00,0.04,0.14,N/a,N/a,N/a,N/a,40.0,0.37,0.20,23.3,475,90.6,7474,9,46,7,3,47,93.2,93.8,73.7,26,4.77,2,0.37,10,5,7,3,5,1,4,4,565,6,79,302,192,11,12,33.3,33.3,377,859,13,15,3,4,4,460,29,8,17,0,16,43,4,7,36.4
Tommy,eng ENG,Wolves,MF,23-186,24,3,488,0,1,1,0,0.6,0.5,6,40,4,0.00,0.18,0.10,0.09,N/a,N/a,N/a,N/a,22.2,0.37,0.00,24.5,321,81.9,6591,7,44,3,0,40,94.1,89.0,65.6,17,3.13,3,0.55,11,6,15,9,11,5,6,5,463,22,128,258,80,4,9,55.6,11.1,260,578,6,3,0,9,4,303,4,5,5,0,15,43,1,6,14.3
Tomáš,cz CZE,West Ham,MF,30-053,30,25,"2,161",7,1,8,0,5.3,1.0,6,66,58,0.29,0.04,0.22,0.04,N/a,N/a,N/a,N/a,25.5,0.50,0.15,11.4,600,73.4,10071,14,57,8,1,66,78.8,76.8,69.0,43,1.79,3,0.12,36,18,34,17,33,16,17,15,1074,106,295,528,255,93,11,54.5,45.5,414,439,6,10,3,16,10,644,58,39,23,4,11,50,87,65,57.2
Tosin,eng ENG,Chelsea,DF,27-209,20,13,"1,229",1,1,3,0,0.9,0.2,5,37,1,0.07,0.07,0.07,0.02,N/a,N/a,N/a,N/a,16.7,0.15,0.08,12.5,988,91.4,18105,1,53,1,0,37,95.7,94.9,61.1,12,0.88,1,0.07,14,10,12,4,9,7,2,10,1198,160,570,603,26,13,5,80.0,0.0,713,1690,5,2,0,3,0,916,1,8,6,1,0,34,36,26,58.1
Toti,pt POR,Wolves,DF,26-095,26,25,"2,164",0,1,5,0,0.7,0.9,21,64,12,0.00,0.04,0.03,0.04,N/a,N/a,N/a,N/a,28.6,0.08,0.00,11.6,1148,84.7,19312,7,68,5,3,64,91.3,91.8,49.3,18,0.75,1,0.04,49,36,33,7,26,16,10,22,1617,196,765,781,90,15,25,68.0,24.0,937,2503,21,17,0,16,12,1084,12,21,13,4,12,89,41,21,66.1
Trent,eng ENG,Liverpool,DF,26-196,29,26,"2,165",3,6,5,0,1.6,6.7,48,204,87,0.12,0.25,0.07,0.28,N/a,N/a,N/a,N/a,20.5,0.33,0.08,23.4,1325,73.7,25464,50,189,62,20,204,89.9,76.0,49.9,92,3.82,10,0.42,68,48,100,53,25,8,17,30,2059,82,549,913,611,40,29,44.8,48.3,1083,2686,48,35,8,19,15,1307,87,9,7,1,142,122,3,12,20.0
Trevoh,eng ENG,Chelsea,DF,25-290,10,8,656,0,1,1,0,0.7,1.2,3,29,2,0.00,0.14,0.10,0.16,N/a,N/a,N/a,N/a,33.3,0.27,0.00,10.8,471,90.2,8165,3,34,3,0,29,94.6,94.2,58.8,10,1.37,2,0.27,5,2,5,1,4,2,2,7,589,49,251,291,52,10,3,33.3,0.0,325,567,3,2,0,3,2,439,2,6,5,0,3,22,21,9,70.0
Tyler,eng ENG,Southampton,"FW,MF",19-040,29,18,"1,684",2,0,6,0,2.5,1.5,67,59,90,0.11,0.00,0.14,0.08,N/a,N/a,N/a,N/a,32.1,0.48,0.07,19.3,456,81.0,6830,20,24,20,1,59,90.4,85.4,44.2,55,2.94,4,0.21,34,20,26,10,18,5,13,7,796,24,103,363,349,40,102,43.1,36.3,514,2085,67,47,26,41,52,599,90,28,48,1,27,70,9,20,31.0
Tyler,us USA,Bournemouth,MF,26-066,23,16,"1,530",0,3,6,0,1.6,0.8,12,61,7,0.00,0.18,0.09,0.05,N/a,N/a,N/a,N/a,25.0,0.12,0.00,16.1,674,83.1,10605,14,52,2,1,61,88.2,87.9,56.9,35,2.06,4,0.24,74,45,62,28,27,7,20,29,1041,46,270,601,182,15,16,18.8,56.3,491,1059,12,17,1,25,9,555,7,40,18,0,3,91,29,15,65.9
Tyrell,nl NED,Manchester Utd,DF,25-247,3,2,100,0,0,1,0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.03,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,49,89.1,642,1,7,1,0,3,93.9,92.9,100.0,2,1.80,0,0.00,2,1,2,1,0,0,0,1,62,2,20,27,15,0,1,100.0,0.0,37,118,3,2,0,1,2,43,6,3,2,0,1,3,0,0,N/a
Tyrick,eng ENG,Crystal Palace,DF,25-232,33,33,"2,762",0,4,2,0,1.2,5.6,55,59,153,0.00,0.13,0.04,0.18,N/a,N/a,N/a,N/a,18.2,0.07,0.00,13.4,875,72.1,14099,36,44,29,14,59,84.3,74.5,42.2,64,2.09,5,0.16,82,51,40,19,61,12,49,13,1566,102,547,598,434,41,29,41.4,48.3,721,1522,55,32,9,35,28,800,153,20,22,2,93,150,18,21,46.2
Tyrique,eng ENG,Chelsea,FW,19-076,6,0,102,1,1,1,0,0.2,0.7,9,2,17,0.88,0.88,0.18,0.63,N/a,N/a,N/a,N/a,33.3,0.88,0.33,15.0,38,84.4,494,5,0,1,0,2,95.5,82.4,0.0,6,5.29,1,0.88,2,0,3,1,0,0,0,1,55,1,10,13,33,8,4,75.0,25.0,38,208,9,1,5,1,0,43,17,2,0,1,3,2,0,3,0.0
Tyrone,eng ENG,Aston Villa,DF,32-039,13,11,"1,051",0,0,1,0,0.8,0.2,6,39,0,0.00,0.00,0.07,0.02,N/a,N/a,N/a,N/a,11.1,0.09,0.00,11.8,581,88.6,10405,3,47,5,0,39,92.7,94.3,54.0,17,1.45,2,0.17,6,5,2,0,13,11,2,7,767,139,388,340,43,15,2,100.0,0.0,472,1333,6,12,0,3,1,523,0,3,9,0,1,33,26,21,55.3
Valentino,eng ENG,Newcastle Utd,DF,22-160,32,27,"2,390",0,1,1,0,0.2,2.3,68,129,85,0.00,0.04,0.01,0.09,N/a,N/a,N/a,N/a,20.0,0.04,0.00,20.6,1170,84.5,17350,21,86,23,5,129,90.4,86.2,55.3,37,1.39,2,0.08,49,32,53,25,31,10,21,20,1659,104,543,767,374,28,47,44.7,40.4,867,2741,68,37,9,24,34,944,85,6,32,2,40,165,20,30,40.0
Victor,se SWE,Manchester Utd,DF,30-278,11,4,445,0,0,1,0,0.0,0.1,1,7,1,0.00,0.00,0.00,0.02,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,181,93.3,2902,3,6,2,1,7,91.6,96.9,75.0,4,0.81,0,0.00,5,1,3,1,4,2,2,7,248,37,149,92,7,3,0,N/a,N/a,127,239,1,0,0,1,0,161,1,7,1,0,1,10,10,13,43.5
Victor,dk DEN,Leicester City,DF,22-126,28,28,"2,380",0,1,1,0,0.3,1.4,39,69,75,0.00,0.04,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.00,0.00,17.7,1007,77.6,16181,18,74,23,18,69,89.6,80.1,41.4,41,1.55,3,0.11,85,50,87,40,37,14,23,40,1581,113,564,711,319,15,17,47.1,47.1,800,1806,39,25,5,13,12,872,75,17,17,3,96,97,19,42,31.1
Virgil,nl NED,Liverpool,DF,33-287,33,33,"2,970",2,1,3,0,1.9,0.7,18,172,6,0.06,0.03,0.06,0.02,N/a,N/a,N/a,N/a,30.4,0.21,0.09,12.7,2371,91.5,43424,11,258,5,0,172,95.9,95.4,68.0,44,1.33,4,0.12,34,16,20,9,22,12,10,52,2915,383,1152,1624,147,44,5,60.0,40.0,1640,4329,18,20,3,8,5,1996,6,15,12,0,1,104,109,44,71.2
Vitaliy,ua UKR,Everton,DF,25-327,30,30,"2,632",0,1,2,0,0.4,1.5,29,99,75,0.00,0.03,0.01,0.05,N/a,N/a,N/a,N/a,0.0,0.00,0.00,20.5,836,74.2,14099,19,95,35,20,99,89.1,73.9,45.0,35,1.20,3,0.10,54,32,46,21,24,9,15,34,1433,110,455,618,371,24,18,38.9,44.4,581,1348,29,23,1,19,8,721,75,18,26,3,80,73,42,36,53.8
Vitaly,de GER,Brentford,MF,26-346,32,27,"2,254",1,3,3,0,0.8,2.2,17,80,38,0.04,0.12,0.03,0.09,N/a,N/a,N/a,N/a,28.6,0.16,0.07,17.7,872,82.5,14466,14,78,23,7,80,90.6,85.4,55.9,32,1.28,3,0.12,38,22,36,15,33,9,24,27,1289,118,418,574,306,32,12,25.0,58.3,652,1278,17,18,3,16,10,814,38,24,15,1,30,107,19,11,63.3
Vladimír,cz CZE,West Ham,DF,32-242,17,9,860,0,0,4,0,0.2,0.6,14,32,24,0.00,0.00,0.02,0.06,N/a,N/a,N/a,N/a,25.0,0.10,0.00,16.7,362,77.8,5894,6,35,12,7,32,89.4,80.0,41.7,13,1.36,1,0.10,17,11,17,10,13,11,2,8,574,55,221,242,114,9,7,28.6,28.6,229,623,14,5,1,10,6,313,24,20,14,0,19,27,18,12,60.0
Wataru,jp JPN,Liverpool,MF,32-071,16,0,154,0,0,0,0,0.0,0.0,0,9,1,0.00,0.00,0.00,0.01,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,81,93.1,1277,1,9,1,0,9,93.2,97.0,100.0,3,1.73,0,0.00,8,6,8,3,3,0,3,3,114,4,25,72,18,2,1,100.0,0.0,48,47,0,0,1,5,2,72,1,12,6,0,0,7,1,3,25.0
Welington,br BRA,Southampton,"DF,MF",24-061,7,3,215,0,0,1,0,0.0,0.0,3,6,10,0.00,0.00,0.02,0.01,N/a,N/a,N/a,N/a,0.0,0.00,0.00,31.3,69,77.5,1098,2,5,5,4,6,82.9,78.0,75.0,6,2.51,1,0.42,13,5,12,5,3,1,2,3,131,11,46,48,40,2,4,75.0,0.0,47,116,3,3,1,6,0,55,10,3,5,0,10,10,0,2,0.0
Wes,wls WAL,Ipswich Town,"FW,DF",30-149,18,12,926,0,1,1,0,0.5,1.6,38,8,65,0.00,0.10,0.05,0.16,N/a,N/a,N/a,N/a,14.3,0.10,0.00,18.3,153,60.5,2416,10,8,8,7,8,80.4,65.4,38.9,16,1.55,1,0.10,13,11,10,6,7,2,5,10,350,21,69,129,160,18,24,37.5,58.3,216,696,38,13,10,17,13,220,65,4,11,0,46,50,8,21,27.6
Wesley,fr FRA,Chelsea,DF,24-125,14,14,"1,172",0,0,7,0,0.4,0.4,19,32,4,0.00,0.00,0.03,0.03,N/a,N/a,N/a,N/a,0.0,0.00,0.00,10.6,724,90.2,12262,6,54,1,0,32,93.9,92.5,61.9,15,1.15,0,0.00,13,12,14,8,14,9,5,14,933,81,370,523,55,10,15,53.3,20.0,557,1614,19,12,1,16,5,665,4,24,16,0,1,54,27,12,69.2
Wilfred,ng NGA,Leicester City,MF,28-126,24,24,"1,967",0,4,7,0,1.8,1.8,14,59,72,0.00,0.18,0.08,0.08,N/a,N/a,N/a,N/a,40.0,0.37,0.00,14.5,675,79.0,9544,14,55,9,2,59,86.2,80.6,50.8,25,1.14,3,0.14,72,42,49,25,44,18,26,23,1162,109,391,555,226,56,29,41.4,51.7,551,922,14,19,2,33,28,677,72,36,16,3,28,107,51,46,52.6
Will,eng ENG,Crystal Palace,MF,30-004,28,21,"1,841",0,3,11,0,1.0,2.7,18,82,24,0.00,0.15,0.05,0.13,N/a,N/a,N/a,N/a,5.3,0.05,0.00,22.6,651,76.0,10435,29,69,14,3,82,88.4,82.6,36.7,61,2.98,6,0.29,61,33,59,32,29,14,15,19,1062,41,250,547,277,14,14,28.6,42.9,464,1118,18,22,1,19,24,591,24,60,30,0,65,103,16,17,48.5
William,ie IRL,Southampton,MF,25-059,14,6,612,1,0,1,0,0.4,0.6,5,23,21,0.15,0.00,0.06,0.09,N/a,N/a,N/a,N/a,16.7,0.15,0.17,19.3,242,77.3,3918,9,10,3,2,23,87.2,85.0,35.6,15,2.21,0,0.00,17,10,18,12,7,0,7,2,378,15,74,186,122,14,5,80.0,20.0,169,356,5,8,1,9,5,228,21,10,3,0,31,23,4,2,66.7
William,fr FRA,Arsenal,DF,24-028,31,31,"2,724",2,0,2,1,2.2,0.9,16,131,6,0.07,0.00,0.07,0.03,N/a,N/a,N/a,N/a,40.0,0.07,0.40,4.5,2110,93.9,36493,7,171,6,0,131,95.5,95.8,80.6,25,0.83,1,0.03,56,33,26,6,21,12,9,19,2481,165,981,1377,137,17,18,66.7,27.8,1520,3461,16,16,1,17,7,1854,6,27,17,1,3,137,57,32,64.0
Willian,br BRA,Fulham,"MF,FW",36-255,7,1,161,0,0,0,0,0.1,0.2,5,27,17,0.00,0.00,0.07,0.13,N/a,N/a,N/a,N/a,0.0,0.00,0.00,22.9,110,84.6,1895,2,11,6,1,27,93.3,88.7,58.3,8,4.47,0,0.00,2,1,4,3,0,0,0,1,146,1,16,53,81,4,4,0.0,75.0,93,337,5,5,2,3,1,115,17,1,0,0,8,14,1,2,33.3
Willy,ci CIV,Nott'ham Forest,DF,34-077,6,1,150,0,0,1,0,0.1,0.0,0,2,0,0.00,0.00,0.04,0.00,N/a,N/a,N/a,N/a,100.0,0.60,0.00,10.2,55,78.6,1010,0,3,0,0,2,90.9,93.8,26.7,0,0.00,0,0.00,6,1,4,0,4,2,2,3,97,22,63,32,2,1,0,N/a,N/a,35,45,0,0,0,1,0,46,0,1,0,0,0,5,6,2,75.0
Wilson,fr FRA,Tottenham,FW,20-144,10,5,450,0,0,0,0,0.7,0.1,30,18,40,0.00,0.00,0.13,0.03,N/a,N/a,N/a,N/a,11.1,0.20,0.00,16.5,138,79.3,1801,4,5,8,2,18,94.1,73.3,57.1,9,1.80,1,0.20,6,2,9,5,4,0,4,2,244,4,26,90,130,27,24,37.5,54.2,176,796,30,17,16,13,12,182,40,0,3,0,12,27,3,3,50.0
Wout,be BEL,Leicester City,DF,27-018,29,25,"2,365",1,0,3,0,1.4,0.1,12,72,1,0.04,0.00,0.05,0.00,N/a,N/a,N/a,N/a,9.1,0.04,0.09,10.0,1115,86.8,20623,4,73,6,0,72,93.3,94.6,51.4,13,0.49,0,0.00,38,23,42,20,43,31,12,26,1579,256,774,747,66,26,5,80.0,20.0,906,2500,12,12,2,16,6,1031,1,20,9,1,5,80,40,31,56.3
Woyo,fr FRA,Leicester City,DF,25-336,4,1,109,0,0,1,0,0.0,0.0,4,3,2,0.00,0.00,0.04,0.00,N/a,N/a,N/a,N/a,50.0,0.83,0.00,19.4,48,84.2,797,0,3,0,0,3,82.4,84.2,100.0,0,0.00,0,0.00,6,4,2,0,3,1,2,5,76,8,27,31,20,4,1,0.0,100.0,48,169,4,2,1,4,0,36,2,2,1,0,0,14,0,3,0.0
Yankuba,gm GAM,Brighton,"FW,MF",20-273,27,16,"1,470",5,4,6,0,3.7,4.7,63,35,154,0.31,0.24,0.23,0.29,N/a,N/a,N/a,N/a,46.4,0.80,0.18,13.6,277,62.1,4444,25,12,26,6,35,77.7,63.2,44.8,52,3.19,10,0.61,42,31,45,28,17,0,17,10,670,27,121,192,375,112,79,46.8,44.3,378,1585,63,17,49,41,19,391,154,17,9,4,70,73,16,25,39.0
Yasin,se SWE,Brighton,MF,21-197,29,18,"1,647",0,1,3,0,2.2,2.1,27,65,56,0.00,0.05,0.12,0.12,N/a,N/a,N/a,N/a,25.0,0.33,0.00,18.6,662,81.1,9971,26,45,17,4,65,91.9,84.4,38.1,52,2.84,6,0.33,51,28,47,27,21,6,15,19,1040,49,235,524,297,42,40,42.5,35.0,539,1268,27,23,6,32,21,665,56,31,22,3,61,104,13,18,41.9
Yehor,ua UKR,Brentford,MF,21-051,26,10,"1,039",0,0,4,0,0.6,0.3,12,45,42,0.00,0.00,0.05,0.02,N/a,N/a,N/a,N/a,22.2,0.17,0.00,15.9,471,86.1,8216,6,56,6,3,45,87.3,88.8,84.7,18,1.56,2,0.17,34,22,43,22,23,6,17,9,703,45,195,359,164,14,20,45.0,45.0,365,605,12,14,2,23,16,434,42,11,8,2,13,83,7,5,58.3
Yerson,co COL,Wolves,DF,23-354,5,5,441,0,0,2,0,0.3,0.1,0,7,0,0.00,0.00,0.07,0.02,N/a,N/a,N/a,N/a,0.0,0.00,0.00,12.4,205,85.4,3996,2,16,1,1,7,90.4,93.5,62.9,5,1.02,0,0.00,11,7,14,5,13,10,3,10,294,43,170,115,12,7,0,N/a,N/a,168,322,0,1,0,4,1,182,0,6,7,1,2,24,11,6,64.7
Yoane,cd COD,Brentford,FW,28-230,30,29,"2,470",16,3,2,0,14.9,1.8,48,56,131,0.58,0.11,0.54,0.07,N/a,N/a,N/a,N/a,45.9,1.24,0.22,13.7,394,77.1,5724,23,40,9,1,56,86.4,75.3,61.0,58,2.11,8,0.29,18,8,23,14,25,5,20,8,801,29,124,325,365,138,43,27.9,51.2,472,1345,48,20,26,62,27,569,131,26,44,14,20,61,28,31,47.5
Youri,be BEL,Aston Villa,MF,27-349,33,33,"2,825",2,7,4,0,3.0,6.8,35,221,42,0.06,0.22,0.10,0.22,N/a,N/a,N/a,N/a,30.6,0.35,0.06,20.4,1616,82.5,27666,58,217,35,4,221,90.2,87.5,53.7,114,3.63,12,0.38,81,55,72,33,36,15,21,21,2259,93,451,1303,530,37,56,51.8,32.1,1228,2402,35,25,8,29,26,1585,42,40,52,0,115,139,22,18,55.0
Yukinari,jp JPN,Southampton,"DF,MF",24-297,29,15,"1,467",1,1,4,0,0.5,2.2,32,68,76,0.06,0.06,0.03,0.14,N/a,N/a,N/a,N/a,38.5,0.31,0.08,19.2,689,79.9,10831,17,43,21,9,68,88.2,82.9,47.9,39,2.39,1,0.06,29,16,30,12,17,7,10,10,1023,61,306,395,327,29,20,45.0,50.0,553,1354,32,15,7,18,4,692,76,15,9,4,69,40,5,9,35.7
Yves,ml MLI,Tottenham,MF,28-234,24,15,"1,210",2,0,7,0,0.6,0.3,15,71,3,0.15,0.00,0.04,0.02,N/a,N/a,N/a,N/a,40.0,0.30,0.20,23.2,693,89.4,10536,6,57,10,1,71,92.9,93.4,63.2,15,1.12,0,0.00,44,28,32,15,7,4,3,14,938,58,261,535,148,5,21,33.3,66.7,564,1513,15,17,0,22,13,657,3,22,18,0,2,71,4,7,36.4
Álex,es ESP,Nott'ham Forest,"DF,MF",31-317,15,11,955,0,1,2,0,0.2,1.3,26,34,34,0.00,0.09,0.02,0.12,N/a,N/a,N/a,N/a,0.0,0.00,0.00,23.7,308,72.0,4574,8,25,9,2,34,87.6,64.2,35.0,16,1.51,2,0.19,25,18,39,24,11,5,6,15,559,60,210,202,158,8,21,38.1,38.1,229,864,26,16,4,13,6,258,34,12,6,0,19,50,3,11,21.4
İlkay,de GER,Manchester City,MF,34-179,29,21,"1,877",0,5,1,0,2.7,2.7,54,113,80,0.00,0.24,0.13,0.13,N/a,N/a,N/a,N/a,20.0,0.24,0.00,18.3,1352,89.4,20818,36,93,21,2,113,94.2,92.5,61.8,72,3.45,10,0.48,22,13,23,13,13,0,13,13,1675,41,251,810,634,55,34,47.1,35.3,999,2698,54,52,9,25,22,1309,80,14,20,0,57,102,12,9,57.1
Łukasz,pl POL,West Ham,GK,40-003,13,12,"1,070",0,0,2,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.68,74.6,16.7,0.0,N/a,0.00,N/a,N/a,304,67.0,8756,0,4,0,0,0,100.0,99.3,41.3,3,0.25,0,0.00,0,0,1,1,0,0,0,0,488,382,483,5,0,0,2,100.0,0.0,258,845,0,0,0,0,0,227,0,2,1,0,0,5,2,1,66.7
